Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Confidence Level),Custom field (Development),Custom field (Epic Link),Custom field (Raised During),Custom field (Rank),Sprint,Custom field (Test Sessions),Custom field (Testing Status),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment
licensee anonymous user: homepage health answers menu,CGAA-2516,30305,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,29/Jan/18 3:34 PM,29/Jan/18 3:34 PM,13/Feb/18 9:39 PM,,,,,0,,," !image-2018-01-29-15-32-46-868.png|thumbnail! 
Feature: Homepage Health Answers menu
Benefit:  In order to visit Q&As organized under the meta categories, themes, and fact sheets
 Actor: As an anonymous licensee user
 Action:  I can click the Health Answers menu
 Result of action: Then I see the drop down menu with the Q&A meta categories, themes, recent Q&As, and fact sheet
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Jan/18 3:32 PM;kathlynw;image-2018-01-29-15-32-46-868.png;https://ownsourcing.atlassian.net/secure/attachment/24640/image-2018-01-29-15-32-46-868.png,,,,3.0,4=Unknown,{},,,1|i00djm:,,,,,,,,
Licensee anonymous user: homepage logo/link to licensee univ homepage,CGAA-2515,30304,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,29/Jan/18 3:29 PM,29/Jan/18 3:29 PM,13/Feb/18 9:39 PM,,,,,0,,," !image-2018-01-29-15-27-36-995.png|thumbnail! 
Feature:  homepage logo/link to licensee univ homepage
Benefit:  In order to visit licensee university homepage from GAA! licensee siteone of the five New Q&As listed on the homepage
 Actor: As an anonymous licensee site user
 Action:  I can click a linked licensee university logo at the top right hand corner of the homepage
 Result of action: Then I see the page load with the licensee university main homepage
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Jan/18 3:27 PM;kathlynw;image-2018-01-29-15-27-36-995.png;https://ownsourcing.atlassian.net/secure/attachment/24639/image-2018-01-29-15-27-36-995.png,,,,3.0,4=Unknown,{},,,1|i00dje:,,,,,,,,
"Licensee anonymous user: homepage ""visit our Emergency page"" link in footer ",CGAA-2513,30302,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,29/Jan/18 3:02 PM,29/Jan/18 3:02 PM,13/Feb/18 9:39 PM,,,,,0,,," !image-2018-01-29-15-01-02-249.png|thumbnail! 

Feature: Homepage ""visit our Emergency page"" link to ""In an emergency"" page
Benefit:  In order to visit page with emergency resource information
 Actor: As an anonymous licensee site user
 Action:  I can click a linked ""visit our Emergency page"" link in the footer of the homepage
 Result of action: Then I see a page load with the ""In an emergency"" title at the top
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Jan/18 3:01 PM;kathlynw;image-2018-01-29-15-01-02-249.png;https://ownsourcing.atlassian.net/secure/attachment/24637/image-2018-01-29-15-01-02-249.png,,,,3.0,4=Unknown,{},,,1|i00diy:,,,,,,,,
USER STORY: Homepage polls on IE,CGAA-2499,30280,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Critical,,,kathlynw,kathlynw,18/Dec/17 9:26 AM,22/Dec/17 11:31 AM,13/Feb/18 9:38 PM,,,,,0,,,"Feature: Homepage poll on Internet Explorer
Benefit: Allow users to interact with content in a different way (other than Q&As)
Actor: As an anonymous user
Action: I can click on a radio button next to the option I choose and click ""vote"" at the bottom of the poll to record. 
Result of action: the vote is saved and the percentages of submitted votes from other anonymous users  for each individual option in poll submitted displays


",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Dec/17 9:26 AM;kathlynw;capture-for-jira-screenshot-20171218-092006-971.png;https://ownsourcing.atlassian.net/secure/attachment/24617/capture-for-jira-screenshot-20171218-092006-971.png,18/Dec/17 9:28 AM;kathlynw;capture-for-jira-screenshot-20171218-092757-593.png;https://ownsourcing.atlassian.net/secure/attachment/24619/capture-for-jira-screenshot-20171218-092757-593.png,18/Dec/17 9:26 AM;kathlynw;clipboard-20171218-092009-176.png;https://ownsourcing.atlassian.net/secure/attachment/24618/clipboard-20171218-092009-176.png,18/Dec/17 9:28 AM;kathlynw;clipboard-20171218-092807-866.png;https://ownsourcing.atlassian.net/secure/attachment/24620/clipboard-20171218-092807-866.png,3.0,4=Unknown,{},,,1|i00dea:,,,bonfire.testingstatus.notstarted,,"18/Dec/17 9:28 AM;kathlynw;
!capture-for-jira-screenshot-20171218-092757-593.png|thumbnail! !clipboard-20171218-092807-866.png|thumbnail!

expected result

*User agent:* Mozilla/5.0 (Windows NT 6.1; rv:57.0) Gecko/20100101 Firefox/57.0","22/Dec/17 11:29 AM;kathlynw;make user story more general to how all polls should behave
create scenarios for different variations of polls/different views on the site

Benefit: overall, potentially intangible, benefit intended for user",22/Dec/17 11:31 AM;kathlynw;Proposed approach?,
USER STORY: Viewing local resources on Q&A pages (Licensee),CGAA-2506,30287,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,20/Dec/17 4:18 PM,20/Dec/17 4:18 PM,13/Feb/18 9:39 PM,,,,,0,,," !image-2017-12-20-16-16-21-707.png|thumbnail! 
 !image-2017-12-20-16-17-03-702.png|thumbnail! 

Feature: Resource links on Licensee site Q&A pages
Benefit:  In order to find local resources to the licensee location
 Actor: As an anonymous user on the licensee site
 Action:  I can click a linked local resource
 Result of action: Then I see the page displaying information added re: selected resource 
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Dec/17 4:16 PM;kathlynw;image-2017-12-20-16-16-21-707.png;https://ownsourcing.atlassian.net/secure/attachment/24632/image-2017-12-20-16-16-21-707.png,20/Dec/17 4:17 PM;kathlynw;image-2017-12-20-16-17-03-702.png;https://ownsourcing.atlassian.net/secure/attachment/24631/image-2017-12-20-16-17-03-702.png,,,3.0,4=Unknown,{},,,1|i00dfu:,,,,,,,,
USER STORY: Viewing Licensee site fact sheets,CGAA-2505,30286,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,20/Dec/17 4:11 PM,20/Dec/17 4:11 PM,13/Feb/18 9:39 PM,,,,,0,,," !image-2017-12-20-16-07-55-762.png|thumbnail! 
 !image-2017-12-20-16-08-48-657.png|thumbnail! 

Feature: Fact sheets menu on Licensee site
Benefit:  In order to view one of the fact sheets (either with no local resources, or specific local resources) on the Fact Sheet submenu
 Actor: As an anonymous user on the Licensee site
 Action:  I can click on the Fact Sheet menu and select one of the fact sheets listed
 Result of action: Then I view the selected fact sheet (either with no local resources, or specific local resources) 
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Dec/17 4:07 PM;kathlynw;image-2017-12-20-16-07-55-762.png;https://ownsourcing.atlassian.net/secure/attachment/24630/image-2017-12-20-16-07-55-762.png,20/Dec/17 4:08 PM;kathlynw;image-2017-12-20-16-08-48-657.png;https://ownsourcing.atlassian.net/secure/attachment/24629/image-2017-12-20-16-08-48-657.png,,,3.0,4=Unknown,{},,,1|i00dfm:,,,,,,,,
USER STORY: Viewing local resources on Licensee site,CGAA-2504,30285,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,20/Dec/17 4:01 PM,20/Dec/17 4:01 PM,13/Feb/18 9:39 PM,,,,,0,,,"Feature:  ""Find Help"" menu on Licensee site
Benefit:  In order to view licensee local resources 
 Actor: As an anonymous user to the licensee site
 Action:  I can click on the ""Find Help"" menu and then click on either ""In an Emergency"" or ""On-campus Resources""
 Result of action: Then I see resources specific to my licensee campus/location
 !image-2017-12-20-16-01-07-052.png|thumbnail! 
 !image-2017-12-20-16-01-37-040.png|thumbnail! 
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Dec/17 4:01 PM;kathlynw;image-2017-12-20-16-01-07-052.png;https://ownsourcing.atlassian.net/secure/attachment/24628/image-2017-12-20-16-01-07-052.png,20/Dec/17 4:01 PM;kathlynw;image-2017-12-20-16-01-37-040.png;https://ownsourcing.atlassian.net/secure/attachment/24627/image-2017-12-20-16-01-37-040.png,,,3.0,4=Unknown,{},,,1|i00dfe:,,,,,,,,
USER STORY: Adding award images on All About Alice! page,CGAA-2503,30284,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,20/Dec/17 3:48 PM,20/Dec/17 3:48 PM,13/Feb/18 9:39 PM,,,,,0,,,"Feature: Add images to stylized basic page
Benefit:  To successfully post images associated with awards in desired fashion on All About Alice! 
Actor: As a logged in user with Manager permissions
Action:  I can upload and add images to field in All About Alice! basic page
Result of action: Then I see the desired images when viewing the site as an anonymous user 

I'm actually having trouble finding the basic page collection by using the search function and the alternative list of content to see how to edit. Thus, no associated image.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},,,1|i00df6:,,,,,,,,
USER STORY: Viewing All About Alice! award images,CGAA-2502,30283,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,20/Dec/17 3:46 PM,20/Dec/17 3:46 PM,13/Feb/18 9:39 PM,,,,,0,,,"Feature: Awards images on All About Alice! page
Benefit:  In order to view images of awards one of the five New Q&As listed on the homepage
Actor: *As an anonymous user*
Action:  I can scroll down to the bottom of the All About Alice! page to the awards images
Result of action: Then I see the awards images at the bottom of the page
 !image-2017-12-20-15-29-37-569.png|thumbnail! 
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Dec/17 3:29 PM;kathlynw;image-2017-12-20-15-29-37-569.png;https://ownsourcing.atlassian.net/secure/attachment/24626/image-2017-12-20-15-29-37-569.png,,,,3.0,4=Unknown,{},,,1|i00dey:,,,,,,,,
USER STORY: Mobile site navigation,CGAA-2501,30282,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,20/Dec/17 3:14 PM,20/Dec/17 3:14 PM,13/Feb/18 9:39 PM,,,,,0,,," !mobile version menu items 12-2017 (2) .png|thumbnail!  !mobile version menu items 12-2017.png|thumbnail! Feature: Menu link to top navigation menus on mobile site
Benefit:  In order to visit any of the top navigation menus (and content listed within) using a mobile version of the site
Actor: As an anonymous user
Action:  I can click on a menu to reveal sub menus
Result of action: Then I can navigate through various menus and content on the site
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Dec/17 3:13 PM;kathlynw;mobile version menu items 12-2017 (2) .png;https://ownsourcing.atlassian.net/secure/attachment/24625/mobile+version+menu+items+12-2017+%282%29+.png,20/Dec/17 3:13 PM;kathlynw;mobile version menu items 12-2017.png;https://ownsourcing.atlassian.net/secure/attachment/24624/mobile+version+menu+items+12-2017.png,,,3.0,4=Unknown,{},,,1|i00deq:,,,,,,,,
USER STORY: Creating Polls,CGAA-2500,30281,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Medium,,,kathlynw,kathlynw,18/Dec/17 9:33 AM,18/Dec/17 9:33 AM,13/Feb/18 9:39 PM,,,,,0,,,"Feature: Link to create poll
Benefit: In order to create weekly poll
 Actor: As a logged in user with Manager level permissions
 Action:  I can click a linked tool titled ""poll""
 Result of action: I can see the page be redirected to poll creation tool
",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Dec/17 9:33 AM;kathlynw;capture-for-jira-screenshot-20171218-093059-025.png;https://ownsourcing.atlassian.net/secure/attachment/24621/capture-for-jira-screenshot-20171218-093059-025.png,18/Dec/17 9:33 AM;kathlynw;capture-for-jira-screenshot-20171218-093304-648.png;https://ownsourcing.atlassian.net/secure/attachment/24622/capture-for-jira-screenshot-20171218-093304-648.png,18/Dec/17 9:33 AM;kathlynw;capture-for-jira-screenshot-20171218-093311-442.png;https://ownsourcing.atlassian.net/secure/attachment/24623/capture-for-jira-screenshot-20171218-093311-442.png,,3.0,4=Unknown,{},,,1|i00dei:,,,bonfire.testingstatus.notstarted,,,,,
accessible mega menu resources,CGAA-2497,30206,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,dave v,kay v,kay v,03/Oct/17 10:49 AM,24/Oct/17 11:26 AM,13/Feb/18 9:39 PM,,,,,0,mobile,,"pull requests: https://github.com/adobe-accessibility/Accessible-Mega-Menu/pulls
documentation: https://adobe-accessibility.github.io/Accessible-Mega-Menu/",,kay v,,,,,,,,,,,,,CGAA-2466,CGAA-2472,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-114,,1|i00d1m:,,,,,,,,
Need outline of tools/dashboards associated with what roles,CGAA-2416,29001,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Critical,,,kathlynw,kathlynw,12/May/17 2:56 PM,21/Sep/17 12:49 PM,13/Feb/18 9:39 PM,,,,,0,SOP_attached,training_materials,"because roles are changing, please provide a list of active roles (there are a number that are holdovers from the D6 site that likely do nothing) and the tools that display with each. This will be key for the person assigning roles.",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,25/May/17 10:17 AM;kathlynw;Manager SOP.docx;https://ownsourcing.atlassian.net/secure/attachment/24109/Manager+SOP.docx,,,,,,{},CGAA-1,,1|i00c62:,,,,,25/May/17 10:18 AM;kathlynw;just uploaded an unfinished version of the manager SOP to inform the needed roles/tasks the manager must have access to in order to fulfill duties as assigned.,,,
Notify users of new workflow assignments via email not Dashboard,CGAA-200,12201,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Minor,,,kathlynw,kathlynw,19/May/14 4:20 PM,20/Sep/17 5:03 PM,13/Feb/18 9:39 PM,,,,,0,,,"As a Writer, I work off-site and am not in the CMS daily to check my queue. I am unaware when  a new assignment has been added to my queue. One writer suggested that an email notification be sent when a new assignment has been added to their queue. This might also be of interest to the researchers as well — though it would be great to have the option, but not have to have it automated.",,amanda,kathlynw,kay v,,,,,,,,,,,CGAA-1764,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-1,,1|i004xz:,,,,2014-05-21 11:05:07.228,"21/May/14 7:05 AM;kay v;We've added your feature requests around email notification to our project plan; these are certainly doable. Thanks for writing up the story!

Regarding working off-site rather than in the CMS, we hope you can gather feedback from your team about writers placing their work in the CMS vs uploading documents. As discussed in the last Workshop, uploaded documents would not take advantage of the change tracking, revisions and workflow we've discussed.

By way of update on the discussion of working in some sort of 'desktop client' vs working directly in the browser, we've done additional research and believe the best scenario will be working directly in the browser. We all agreed that copy-paste into the CMS is pretty undesireable; the alternative of working in another application is likely to make ongoing maintenance and support unduely complicated.

The alternative we raised on the call was to improve the tools for working in the browser, e.g. implementing an AutoSave feature and providing warnings of unsaved content when people try to navigate away from a page or close it before hitting save (Jira has similar tools, if you want to give that a try). Our goal would be to minimize the tradeoffs of working in the browser, so please let us know of others you have come across.","22/May/14 10:49 AM;amanda;Yes, improving the tools for working in the browser would make that option much more desirable. Are you requesting we gather feedback about the two options now? ",,
Stage publish of theme on the homepage,CGAA-209,12316,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,29/May/14 3:54 PM,20/Sep/17 4:21 PM,13/Feb/18 9:39 PM,,,,,0,,,"As a manager, I am able to stage the homepage publish by...
1) staging the new and updated questions for the homepage publish. I first select which questions (new or updated) from the editor processed queue are ready for publish (i.e. have been researched, written/re-written, and edited). Once I make any additional edits, I set the status to ""ready to publish"", make a note in the comments of the submission and press ""save"". The question will then be found in the ""scheduled publish date"" queue.
2) I also prepare the theme questions for the week. Once the theme questions are selected and any edits are made (if edits are made to theme questions, they are republished immediately, not set to ""ready to publish""), I click on ""create content"" and select ""theme"" from the menu at the top right of the CMS screen. I create and enter a theme name, enter and select the theme questions (the process is similar to adding related Q&As in any submission) and save the theme.
3) After new & updated questions and theme questions are selected, I schedule the homepage publish. To schedule the homepage publish, I click on ""schedule homepage publish"" under the green ""have Alice come to you!"" tab on the dashboard screen. 
3a). I then select ""create a new homepage publish"". Then I select the date and time of the publish. Currently, I can only schedule the time of the publish at the top of the hour (ex. 11am or 2pm)
3b). Then below, in the ""homepage question repository,"" I select questions that have been imported from the ""scheduled publish date"" queue on the dashboard. I press ""add"" next to each question I would like to schedule for publish and it moves it to ""homepage questions"" box.
3c). From the ""theme repository"" I select the theme I recently created by the name of the theme. I click ""add"" next to the theme I would like to schedule for the publish and it moves it to the ""homepage theme"".
4) Once I am finished selecting the questions and theme, I press ""create"" at the bottom of the screen. This saves the homepage publish. 

",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-1,,1|i004o7:,,,,,20/Sep/17 4:21 PM;kathlynw;is this open for reference?,,,
Site visitor views related resources,CGAA-375,15195,Story,Closed,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,Fixed,kay v,leslieg,leslieg,11/Jan/15 2:22 PM,19/May/17 4:30 PM,13/Feb/18 9:39 PM,27/Feb/17 11:01 AM,,7.x-2.0.4-licensee-rc2.5,,0,Accessibility,,"*Feature*
As a site visitor viewing a Q&A
I am presented with a list of related resource links
to allow me to access additional information on the subject
*Accessibility considerations*
If these additional resources constitute a list, they should be grouped in an HTML unordered list so that I can follow the structure using my assistive technology.  In addition, it might be helpful for me if a heading marks the beginning of this content as that would allow me to quickly jump to this section.
",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-7,,1|i00b7s:,,,,,,,,
